Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
157,Alex Fudge,SF,20,TOT,6,40,,,38%,62%,,-42.4,-44.2,0,1,1,0,1,0,0,0,2
157,Alex Fudge,SF,20,LAL,4,14,,,,100%,,-71.3,-72.0,0,1,0,0,1,0,0,0,1
157,Alex Fudge,SF,20,DAL,2,26,,,58%,42%,,-26.9,-29.2,0,0,1,0,0,0,0,0,1
158,Markelle Fultz,PG,25,ORL,43,910,59%,41%,,,,0.6,-1.5,29,14,33,5,18,2,291,7,27
159,Andrew Funk,SG,24,CHI,5,13,47%,50%,3%,,,19.4,20.8,0,0,0,0,0,0,0,0,1
160,Wenyen Gabriel,PF,26,MEM,5,81,,8%,75%,16%,,-10.3,-3.1,2,2,2,4,3,0,7,1,2
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Daniel Gafford,C-PF,25,TOT,74,1815,,,,4%,96%,-2.8,3.3,25,21,159,22,88,16,254,20,34
161,Daniel Gafford,C,25,WAS,45,1192,,,,,100%,-7.6,2.3,16,13,109,13,59,14,150,10,24
161,Daniel Gafford,PF,25,DAL,29,623,,,,11%,89%,6.5,5.2,9,8,50,9,29,2,104,10,10
162,Danilo Gallinari,PF-SF,35,TOT,49,630,,,10%,29%,61%,-9.3,-3.3,7,14,30,1,36,2,134,7,8
162,Danilo Gallinari,PF,35,WAS,26,385,,,,13%,88%,-11.3,-2.2,3,7,20,1,17,2,76,3,4
162,Danilo Gallinari,SF,35,DET,6,90,,,7%,48%,45%,10.6,19.9,0,1,5,0,11,0,31,2,2
162,Danilo Gallinari,SF,35,MIL,17,155,,1%,37%,59%,3%,-15.8,-19.2,4,6,5,0,8,0,27,2,2
163,Darius Garland,PG,24,CLE,57,1901,100%,,,,,1.8,-1.6,104,40,36,9,72,16,878,15,48
164,Usman Garuba,PF,21,GSW,6,18,,,,10%,90%,-32.2,-35.1,1,1,2,0,1,0,2,0,2
165,Luka Garza,C,25,MIN,25,122,,,,8%,92%,0.9,-5.8,3,3,13,0,12,5,10,3,5
166,Kaiser Gates,SF,27,NOP,1,7,,,,100%,,-12.5,-17.2,0,0,0,0,0,0,0,0,1
167,Keyonte George,PG,20,UTA,75,2023,71%,29%,,,,-8.9,-8.1,115,47,31,9,103,24,794,24,51
168,Paul George,PF,33,LAC,74,2502,,,3%,86%,11%,8.9,14.3,82,36,88,24,117,19,619,28,55
169,Taj Gibson,PF,38,TOT,20,204,,,,19%,82%,-6.9,-9.5,0,2,18,3,1,0,26,0,3
169,Taj Gibson,PF,38,NYK,16,165,,,,8%,92%,-6.2,-11.4,0,2,17,3,1,0,22,0,1
169,Taj Gibson,PF,38,DET,4,39,,,,62%,38%,-10.1,-1.2,0,0,1,0,0,0,4,0,2
170,Josh Giddey,SG,21,OKC,80,2011,1%,60%,34%,5%,,8.2,0.5,92,50,63,12,63,3,915,21,70
171,Harry Giles,C,25,TOT,23,100,,,,50%,50%,-21.0,-18.8,2,2,12,2,8,0,14,3,2
171,Harry Giles,C,25,BRK,16,81,,,,43%,57%,-4.7,-1.8,2,2,12,2,8,0,14,3,1
171,Harry Giles,C,25,LAL,7,19,,,,79%,21%,-90.5,-91.4,0,0,0,0,0,0,0,0,1
172,Shai Gilgeous-Alexander,PG,25,OKC,75,2553,99%,1%,,,,11.9,11.4,67,57,99,14,272,11,1175,74,77
173,Anthony Gill,PF,31,WAS,50,466,,,2%,29%,70%,-0.1,10.4,14,5,25,3,13,2,86,2,16
174,Collin Gillespie,PG,24,DEN,24,225,100%,,,,,4.5,-1.1,7,1,10,2,6,2,64,2,3
175,Jacob Gilyard,PG,25,TOT,41,699,100%,,,,,-12.3,-6.2,25,3,18,0,1,2,344,1,5
175,Jacob Gilyard,PG,25,MEM,37,654,100%,,,,,-12.4,-6.0,24,3,16,0,1,2,327,1,5
175,Jacob Gilyard,PG,25,BRK,4,45,100%,,,,,-10.8,-7.9,1,0,2,0,0,0,17,0,0
176,Rudy Gobert,C,31,MIN,76,2593,,,,,100%,8.4,5.2,32,30,120,38,166,14,265,42,55
177,Jordan Goodwin,PG,25,TOT,57,1055,81%,17%,2%,,,-4.1,-2.7,36,15,48,2,23,2,367,5,28
177,Jordan Goodwin,PG,25,PHO,40,558,97%,3%,,,,-1.6,-5.6,17,8,24,1,9,2,181,3,16
177,Jordan Goodwin,PG,25,MEM,17,497,64%,32%,4%,,,-6.9,0.5,19,7,24,1,14,0,186,2,12
178,Aaron Gordon,PF,28,DEN,73,2297,,,,90%,10%,9.1,8.5,44,29,87,20,140,7,630,41,57
179,Eric Gordon,SG,35,PHO,68,1893,17%,48%,36%,,,3.6,0.7,40,16,46,6,31,3,330,9,40
180,Devonte' Graham,PG,28,SAS,23,313,62%,38%,,,,4.4,11.7,13,1,7,0,8,1,116,4,4
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
181,Jerami Grant,PF,29,POR,54,1830,,,41%,53%,6%,-9.6,-0.5,47,47,66,14,136,14,380,27,64
182,RaiQuan Gray,PF,24,SAS,3,39,,,,27%,73%,14.6,21.1,1,0,0,0,0,0,14,0,1
183,A.J. Green,SG,24,MIL,56,614,20%,65%,15%,,,4.8,2.3,7,3,24,0,4,8,72,2,3
184,Danny Green,SG,36,PHI,2,18,,50%,50%,,,-3.0,-6.0,0,0,1,0,0,0,2,0,0
185,Draymond Green,PF,33,GSW,55,1490,,,3%,80%,17%,5.6,4.6,101,11,83,21,33,29,789,7,18
186,Jalen Green,SG,21,HOU,82,2601,12%,85%,3%,,,-0.5,-4.7,81,82,58,16,162,6,688,45,108
187,Javonte Green,SF,30,CHI,9,230,,3%,78%,19%,,6.6,8.5,2,3,12,0,7,0,12,3,4
188,Jeff Green,PF,37,HOU,78,1307,,,9%,69%,23%,-1.9,-4.6,10,8,63,20,74,4,171,16,16
189,Josh Green,SG,23,DAL,57,1505,1%,37%,60%,2%,,-2.1,-6.9,32,15,45,12,22,29,320,6,30
190,AJ Griffin,SF,20,ATL,20,171,,5%,58%,36%,1%,-13.7,-12.0,4,3,3,0,1,0,13,0,3
191,Quentin Grimes,SG,23,TOT,51,1025,,82%,17%,1%,,-0.8,-4.9,14,9,43,0,22,3,164,5,15
191,Quentin Grimes,SG,23,NYK,45,910,,83%,16%,1%,,1.2,-4.6,11,6,35,0,18,3,127,5,13
191,Quentin Grimes,SG,23,DET,6,115,,77%,23%,,,-16.4,-7.8,3,3,8,0,4,0,37,0,2
192,Mouhamadou Gueye,PF,25,TOR,11,120,,,,10%,91%,-31.7,-26.1,7,2,13,1,2,1,14,1,6
193,Mouhamed Gueye,PF,21,ATL,6,73,,,,60%,40%,-28.8,-27.1,1,0,6,0,2,0,10,0,3
194,Rui Hachimura,PF,25,LAL,68,1826,,,46%,49%,5%,3.3,5.3,13,19,53,9,65,5,209,13,42
195,Ashton Hagans,PG,24,POR,19,316,100%,,,,,-3.1,6.8,19,6,23,2,7,1,126,1,9
196,Tyrese Haliburton,PG,23,IND,69,2224,90%,10%,,,,5.5,5.7,121,19,49,5,97,7,1782,42,57
197,R.J. Hampton,PG,22,MIA,8,76,91%,9%,,,,9.2,7.4,3,0,6,0,1,0,20,0,1
198,Tim Hardaway Jr.,SF,31,DAL,79,2120,,13%,69%,18%,,-0.3,-5.4,33,24,46,6,69,35,336,21,33
199,James Harden,PG,34,LAC,72,2470,72%,28%,,,,5.9,6.0,120,42,62,15,140,7,1429,33,42
200,Jaden Hardy,SG,21,DAL,73,989,13%,69%,18%,,,-6.7,-11.8,32,19,44,8,35,12,261,7,28
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
201,Ron Harper Jr.,PF,23,TOR,1,4,,,,100%,,-112.5,-106.2,0,0,1,0,0,0,2,0,0
202,Gary Harris,SG,29,ORL,54,1297,39%,59%,2%,,,2.7,1.4,18,4,44,2,12,8,203,3,8
203,Joe Harris,SG,32,DET,16,170,,1%,53%,47%,,-13.8,-5.1,3,0,9,1,1,2,24,0,4
204,Kevon Harris,SG,26,ORL,2,6,,47%,53%,,,11.0,9.2,1,0,2,0,0,0,3,0,0
205,Tobias Harris,PF,31,PHI,70,2368,,,33%,63%,4%,4.3,3.2,36,28,69,14,107,6,534,27,76
206,Shaquille Harrison,SG,30,MEM,3,6,66%,34%,,,,-91.7,-84.5,0,0,0,0,0,0,0,0,0
207,Josh Hart,SF,28,NYK,81,2707,,3%,69%,28%,,6.5,5.5,71,28,86,10,53,9,824,15,55
208,Isaiah Hartenstein,C,25,NYK,75,1896,,,,,100%,10.4,11.0,54,12,111,22,79,3,446,29,29
209,Sam Hauser,SF,26,BOS,79,1741,,12%,54%,33%,1%,13.4,3.9,17,8,56,3,4,5,211,0,11
210,Jordan Hawkins,SG,21,NOP,67,1160,17%,62%,20%,1%,,-0.7,-7.6,14,17,41,3,26,6,167,1,17
211,Jaxson Hayes,C,23,LAL,70,877,,,,3%,98%,-4.5,-6.3,11,5,78,23,38,2,79,13,16
212,Killian Hayes,PG,22,DET,42,1008,81%,19%,,,,-10.7,-2.5,29,10,33,5,17,8,490,7,12
213,Gordon Hayward,SF,33,TOT,51,1245,,45%,37%,18%,1%,-5.3,-1.3,28,25,31,6,63,1,375,16,18
213,Gordon Hayward,SF,33,CHO,25,798,,67%,33%,,,-8.3,2.9,23,17,18,6,42,1,270,11,11
213,Gordon Hayward,SF,33,OKC,26,447,,4%,45%,49%,2%,0.0,-8.9,5,8,13,0,21,0,105,5,7
214,Scoot Henderson,PG,19,POR,62,1765,99%,1%,,,,-13.9,-8.2,123,49,85,22,93,21,823,16,50
215,Taylor Hendricks,PF,20,UTA,40,856,,,,,,-7.7,-3.6,8,7,52,3,14,1,74,4,12
216,Tyler Herro,SG,24,MIA,42,1407,51%,48%,1%,,,0.6,-2.2,54,29,31,4,48,1,451,11,43
217,Buddy Hield,SF-SG,31,TOT,84,2160,,62%,38%,,,0.7,-3.0,63,29,95,4,16,1,553,3,33
217,Buddy Hield,SF,31,IND,52,1336,,57%,42%,1%,,2.4,-1.0,34,20,59,2,6,0,320,1,20
217,Buddy Hield,SG,31,PHI,32,824,,70%,30%,,,-2.0,-6.3,29,9,36,2,10,1,233,2,13
218,Haywood Highsmith,PF,27,MIA,66,1366,,2%,55%,43%,,1.4,-1.0,20,4,68,5,13,5,175,4,14
219,Nate Hinton,SG,24,HOU,15,75,24%,63%,13%,,,9.3,8.3,3,0,5,0,3,1,21,1,2
220,D'Moi Hodge,SG,25,LAL,7,41,100%,,,,,-41.1,-41.9,1,0,2,0,1,0,10,0,0
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
221,Aaron Holiday,PG,27,HOU,78,1269,100%,,,,,4.2,4.4,28,14,59,3,22,14,350,5,20
222,Jrue Holiday,PG,33,BOS,69,2263,69%,31%,,,,9.5,-4.1,70,37,56,4,29,21,822,7,28
223,Justin Holiday,SG,34,DEN,58,862,9%,89%,3%,,,3.1,-3.2,10,3,45,1,2,2,156,0,4
224,Richaun Holmes,C-PF,30,TOT,40,555,,,,3%,97%,-7.8,-3.6,5,6,36,10,19,4,61,5,18
224,Richaun Holmes,C,30,DAL,23,237,,,,5%,95%,-8.1,-10.9,4,1,15,5,7,1,36,3,4
224,Richaun Holmes,PF,30,WAS,17,318,,,,1%,99%,-7.6,1.8,1,5,21,5,12,3,25,2,14
225,Chet Holmgren,C,21,OKC,82,2413,,,,,100%,8.8,2.2,39,59,126,20,135,12,474,30,65
226,Jalen Hood-Schifino,SG,20,LAL,21,109,2%,70%,28%,,,-23.7,-24.8,6,3,7,0,8,0,19,0,5
227,Al Horford,C,37,BOS,65,1740,,,,51%,49%,11.4,0.3,20,11,54,13,9,1,426,2,11
228,Talen Horton-Tucker,PG,23,UTA,51,1009,52%,32%,16%,1%,,-4.3,0.7,34,21,44,7,60,3,440,15,27
229,Danuel House Jr.,SF,30,PHI,34,509,,39%,48%,12%,1%,1.8,-1.4,11,3,30,1,26,3,65,8,7
230,Caleb Houstan,SF,21,ORL,59,815,,28%,64%,7%,,-1.9,-4.7,8,3,30,1,8,1,79,1,1
231,Jett Howard,SF,20,ORL,18,67,,,21%,74%,5%,1.4,-0.3,2,1,1,0,1,0,16,0,0
232,Kevin Huerter,SG,25,SAC,64,1562,,72%,28%,1%,,1.5,0.3,30,10,66,5,21,5,392,3,15
233,Jay Huff,C,25,DEN,20,49,,,,,100%,-7.7,-13.4,0,0,5,1,1,0,5,0,0
234,De'Andre Hunter,SF,26,ATL,57,1681,,,33%,67%,,-1.5,1.2,25,30,63,13,93,29,213,28,29
235,Matthew Hurt,PF,23,MEM,8,113,,,10%,43%,47%,-8.1,-0.9,1,0,6,1,1,0,10,0,1
236,Bones Hyland,PG,23,LAC,37,540,100%,,,,,-7.1,-12.4,21,13,14,5,9,0,214,1,20
237,Joe Ingles,SF,36,ORL,68,1169,,18%,76%,6%,,5.5,5.2,43,14,32,9,6,4,447,1,5
238,Brandon Ingram,SF,26,NOP,64,2103,3%,68%,26%,3%,,3.8,-1.9,69,52,73,27,129,5,874,25,47
239,Kyrie Irving,SG,31,DAL,58,2030,23%,68%,10%,,,6.0,7.9,52,38,57,6,85,12,719,26,39
240,Jonathan Isaac,PF,26,ORL,58,914,,,13%,87%,,11.6,12.7,7,10,37,2,39,5,68,11,16
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
241,Jaden Ivey,SG,21,DET,77,2217,4%,88%,8%,,,-7.8,2.4,97,59,95,15,154,11,705,33,88
242,Andre Jackson Jr.,SG,22,MIL,57,572,10%,59%,30%,1%,,-6.5,-10.8,17,5,36,4,5,3,126,0,3
243,GG Jackson II,PF,19,MEM,48,1233,,1%,27%,56%,16%,-8.2,-1.4,19,25,37,4,72,2,140,11,40
244,Isaiah Jackson,C,22,IND,59,771,,,,6%,94%,2.2,-1.0,12,3,71,19,49,4,111,13,22
245,Jaren Jackson Jr.,C,24,MEM,66,2124,,,,2%,99%,-8.2,-2.0,34,71,108,46,196,31,406,50,122
246,Justin Jackson,SF,28,MIN,2,1,,,,100%,,,,0,0,0,0,0,0,0,0,0
247,Quenton Jackson,PG,25,IND,3,11,100%,,,,,3.8,0.8,0,0,0,0,1,0,5,0,0
248,Reggie Jackson,PG,33,DEN,82,1817,100%,,,,,1.3,-7.9,61,19,69,17,36,13,720,8,33
249,Trayce Jackson-Davis,PF,23,GSW,68,1130,,,,21%,79%,2.0,-1.0,23,10,76,14,73,1,204,22,39
250,LeBron James,PF,39,LAL,71,2504,,,1%,86%,13%,4.1,9.9,160,59,35,14,217,12,1364,74,59
251,Jaime Jaquez Jr.,SF,22,MIA,75,2113,4%,37%,51%,9%,,3.4,3.0,61,29,100,7,86,7,469,20,63
252,DeJon Jarreau,SG,26,MEM,9,150,83%,17%,,,,-5.7,1.7,7,1,4,0,5,1,60,1,1
253,DaQuan Jeffries,SG,26,NYK,17,46,,18%,60%,23%,,-6.7,-11.5,2,1,2,0,0,0,11,0,1
254,Trey Jemison,C,24,TOT,25,573,,,,,100%,-9.2,-2.2,11,11,42,9,14,2,64,3,16
254,Trey Jemison,C,24,WAS,2,1,,,,,100%,100.0,109.3,1,0,0,0,0,0,0,0,0
254,Trey Jemison,C,24,MEM,23,572,,,,,100%,-9.4,-2.4,10,11,42,9,14,2,64,3,16
255,Ty Jerome,SG,26,CLE,2,15,38%,62%,,,,-38.0,-40.9,1,0,2,0,0,0,7,0,0
256,Isaiah Joe,SG,24,OKC,78,1445,20%,77%,2%,,,8.7,1.1,26,11,45,3,19,34,245,6,15
257,Cameron Johnson,PF,27,BRK,58,1599,,2%,11%,76%,11%,-4.9,-3.2,39,12,52,4,50,6,348,13,34
258,Jalen Johnson,SF,22,ATL,56,1889,,,,94%,5%,-1.3,1.9,56,19,75,11,77,10,486,23,51
259,James Johnson,PF,36,IND,9,47,,,34%,53%,13%,3.9,0.9,4,0,4,1,1,0,19,0,2
260,Keldon Johnson,SF,24,SAS,69,2038,4%,31%,63%,3%,,-8.2,-3.8,51,34,72,9,113,10,464,28,56
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
261,Keon Johnson,SG,21,BRK,5,61,23%,77%,,,,-18.0,-15.2,4,0,3,0,4,0,8,0,1
262,Keyontae Johnson,SF,23,OKC,9,66,,24%,56%,20%,,-8.5,-16.7,3,0,4,0,0,0,8,0,2
263,Nikola Jokić,C,28,DEN,79,2737,,,,,100%,11.6,20.0,143,66,97,21,181,5,1662,59,68
264,Colby Jones,SG,21,SAC,30,192,6%,71%,23%,,,3.0,1.7,6,2,16,0,5,1,47,1,4
265,Damian Jones,C,28,CLE,39,270,,,,,100%,-18.4,-22.6,4,2,14,5,14,0,40,7,3
266,Derrick Jones Jr.,SF,26,DAL,76,1783,,,50%,49%,1%,1.8,-0.6,22,26,68,7,73,21,190,19,24
267,Herbert Jones,SF,25,NOP,76,2321,,,54%,45%,1%,5.8,2.9,40,25,112,16,68,20,469,11,42
268,Mason Jones,SG,25,SAC,5,28,96%,4%,,,,-5.6,-7.0,2,0,1,0,1,0,12,0,1
269,Tre Jones,PG,24,SAS,77,2138,100%,,,,,-0.5,12.6,86,20,37,4,38,35,1164,7,30
270,Tyus Jones,PG,27,WAS,66,1933,100%,,,,,-12.4,-6.1,55,8,19,2,19,12,1155,6,23
271,DeAndre Jordan,C,35,DEN,36,396,,,,,100%,-9.1,-16.2,7,3,32,11,24,1,58,7,11
272,Cory Joseph,PG,32,GSW,26,296,85%,15%,1%,,,-0.4,-3.4,6,2,15,1,1,3,109,0,2
273,Nikola Jović,PF,20,MIA,46,896,,,,81%,19%,8.3,8.1,26,8,39,5,22,6,223,4,8
274,Johnny Juzang,SG,22,UTA,20,372,,14%,60%,26%,,-2.6,2.5,5,4,17,2,7,2,55,1,4
275,Luke Kennard,SG,27,MEM,39,999,12%,72%,16%,,,-10.0,-3.6,37,11,24,1,9,2,324,2,11
276,Walker Kessler,C,22,UTA,64,1493,,,,,100%,-4.5,0.6,19,18,79,23,43,5,156,11,32
277,Braxton Key,SF,26,DEN,20,60,,,34%,65%,2%,-8.9,-14.7,1,0,3,0,4,0,21,2,2
278,Corey Kispert,SF,24,WAS,80,2067,,19%,65%,16%,,-10.9,-3.4,28,40,83,12,75,6,371,26,48
279,Maxi Kleber,C,32,DAL,43,871,,,,27%,73%,6.8,5.9,13,7,46,7,16,13,171,3,4
280,Kevin Knox,SF,24,DET,31,560,,7%,79%,14%,,-7.2,1.9,11,4,31,1,13,2,54,5,12
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
281,John Konchar,SF,27,MEM,55,1173,6%,43%,49%,3%,,-6.0,1.9,29,12,45,1,9,7,277,3,13
282,Furkan Korkmaz,SG,26,PHI,35,300,13%,48%,30%,8%,,6.0,3.3,5,3,13,1,10,2,57,6,2
283,Luke Kornet,C,28,BOS,63,983,,,,,100%,11.2,-0.1,11,5,54,5,26,2,174,6,12
284,Vit Krejci,PG,23,ATL,22,541,96%,4%,,,,-1.7,0.6,12,6,27,1,3,3,127,1,7
285,Jonathan Kuminga,PF,21,GSW,74,1949,,,2%,65%,34%,4.2,3.0,49,37,64,17,160,12,414,38,73
286,Kyle Kuzma,PF,28,WAS,70,2281,,,,81%,19%,-11.2,-4.7,77,63,86,24,124,10,702,36,52
287,Jock Landale,C,28,HOU,56,763,,,,3%,97%,9.6,10.5,8,7,39,11,31,3,156,7,22
288,Jake LaRavia,PF,22,MEM,35,806,,8%,51%,36%,6%,-6.9,0.5,21,14,40,6,47,1,136,7,23
289,Zach LaVine,SG,28,CHI,25,872,,41%,57%,2%,,-5.2,-4.9,21,19,24,6,45,2,237,11,20
290,A.J. Lawson,SG,23,DAL,42,311,6%,41%,51%,3%,,2.7,0.6,7,2,16,1,12,0,51,2,8
291,Saben Lee,PG,24,PHO,24,185,97%,3%,,,,5.2,2.1,4,0,7,1,19,2,70,1,7
292,Alex Len,C,30,SAC,48,444,,,,,100%,14.4,14.7,5,6,37,14,16,1,126,4,10
293,Kawhi Leonard,SF,32,LAC,68,2330,,5%,62%,32%,2%,8.5,11.9,53,38,44,12,122,9,607,44,30
294,Caris LeVert,SG,29,CLE,68,1958,6%,67%,27%,,,3.0,0.7,63,34,64,6,92,13,843,13,48
295,Kira Lewis Jr.,PG,22,TOT,28,265,81%,19%,,,,-13.3,-14.0,9,1,7,1,12,1,91,4,5
295,Kira Lewis Jr.,PG,22,NOP,15,144,90%,10%,,,,-5.3,-10.3,5,1,4,1,7,0,45,3,4
295,Kira Lewis Jr.,PG,22,TOR,1,2,100%,,,,,-200.0,-193.6,0,0,0,0,0,0,0,0,0
295,Kira Lewis Jr.,PG,22,UTA,12,119,69%,31%,,,,-19.8,-15.4,4,0,3,0,5,1,46,1,1
296,Maxwell Lewis,SF,21,LAL,34,103,,20%,72%,8%,1%,-37.5,-39.0,4,4,4,0,1,0,12,0,3
297,E.J. Liddell,PF,23,NOP,8,23,,,39%,48%,14%,-8.3,-13.1,1,0,2,0,0,0,2,0,0
298,Damian Lillard,PG,33,MIL,73,2579,91%,9%,,,,7.0,12.3,138,39,58,7,185,14,1223,35,85
299,Nassir Little,SF,23,PHO,45,458,1%,17%,65%,17%,1%,-6.8,-11.3,9,3,26,1,7,2,54,3,6
300,Dereck Lively II,C,19,DAL,55,1294,,,,,100%,5.8,5.5,16,11,92,15,40,2,150,11,20
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
301,Isaiah Livers,PF,25,DET,23,469,,,8%,90%,3%,-18.5,-11.0,6,4,34,1,7,0,60,1,8
302,Chris Livingston,SF,20,MIL,21,90,,13%,35%,48%,4%,-11.5,-14.6,1,3,10,1,2,0,11,0,3
303,Kenneth Lofton Jr.,PF,21,TOT,21,199,,,,57%,43%,-1.5,4.4,4,5,12,5,15,1,81,6,7
303,Kenneth Lofton Jr.,PF,21,MEM,15,99,,,,57%,43%,2.9,10.5,1,2,7,3,9,1,36,3,6
303,Kenneth Lofton Jr.,PF,21,PHI,2,9,,,,41%,59%,-74.0,-77.2,0,2,0,0,0,0,0,0,1
303,Kenneth Lofton Jr.,PF,21,UTA,4,91,,,,59%,41%,0.9,5.9,3,1,5,2,6,0,45,3,0
304,Kevon Looney,C,27,GSW,74,1195,,,,14%,86%,2.3,-0.7,17,15,82,15,41,1,330,11,24
305,Brook Lopez,C,35,MIL,79,2411,,,,,100%,5.2,6.3,22,19,113,32,66,3,306,20,22
306,Robin Lopez,C,35,MIL,16,65,,,,,100%,-17.6,-20.7,0,2,7,0,1,0,10,0,1
307,Kevin Love,PF,35,MIA,55,924,,,,33%,67%,6.9,6.4,34,6,56,2,38,15,260,7,9
308,Kyle Lowry,PG,37,TOT,60,1690,100%,,,,,-0.1,-3.1,57,14,77,5,27,30,604,5,17
308,Kyle Lowry,PG,37,MIA,37,1037,100%,,,,,0.5,-2.1,37,9,53,3,16,20,350,2,13
308,Kyle Lowry,PG,37,PHI,23,653,100%,,,,,-0.9,-4.7,20,5,24,2,11,10,254,3,4
309,Seth Lundy,SF,23,ATL,9,52,,,83%,16%,,-8.0,-5.9,0,1,3,0,2,0,0,0,2
310,Trey Lyles,PF,28,SAC,58,1158,,,,82%,17%,7.0,8.0,22,9,46,5,34,8,178,12,15
311,Théo Maledon,PG,22,TOT,17,213,89%,11%,,,,-14.8,-5.2,11,3,13,1,8,5,66,3,7
311,Théo Maledon,PG,22,CHO,13,200,94%,6%,,,,-14.1,-3.7,10,3,11,0,6,5,66,2,5
311,Théo Maledon,PG,22,PHO,4,13,19%,81%,,,,-25.9,-29.3,1,0,2,1,2,0,0,1,2
312,Sandro Mamukelashvili,C,24,SAS,46,451,,,,54%,46%,4.9,12.7,9,6,17,2,17,1,116,2,11
313,Terance Mann,SG,27,LAC,75,1873,2%,70%,27%,2%,,2.5,-2.1,17,22,53,9,47,7,286,11,29
314,Tre Mann,PG,22,TOT,41,987,100%,,,,,-6.1,3.2,39,19,25,3,28,9,401,11,17
314,Tre Mann,PG,22,OKC,13,119,100%,,,,,-3.1,-11.3,5,3,1,0,0,1,46,0,0
314,Tre Mann,PG,22,CHO,28,868,100%,,,,,-6.5,5.2,34,16,24,3,28,8,355,11,17
315,Boban Marjanović,C,35,HOU,14,71,,,,,100%,-10.3,-11.7,5,0,5,0,8,0,14,4,3
316,Lauri Markkanen,PF,26,UTA,55,1820,,,3%,54%,44%,0.3,9.6,30,23,60,15,102,9,275,17,45
317,Naji Marshall,SF,26,NOP,66,1257,1%,26%,53%,20%,,9.3,6.8,36,14,46,4,41,4,304,8,21
318,Caleb Martin,SF,28,MIA,64,1756,11%,66%,23%,1%,,2.7,1.2,36,21,58,7,50,21,359,15,40
319,Cody Martin,SF,28,CHO,28,753,13%,63%,24%,,,-9.5,1.4,26,15,30,0,17,8,249,4,19
320,KJ Martin,SF,23,TOT,60,746,,16%,60%,21%,3%,-0.1,-3.7,7,9,38,12,22,2,129,7,29
320,KJ Martin,SF,23,LAC,2,31,,28%,72%,,,-7.7,-11.4,0,1,1,1,1,0,3,0,1
320,KJ Martin,SF,23,PHI,58,715,,16%,60%,22%,3%,0.3,-3.3,7,8,37,11,21,2,126,7,28
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
321,Garrison Mathews,SG,27,ATL,66,992,,64%,36%,1%,,-4.2,-2.6,8,6,74,0,19,38,92,6,5
322,Bennedict Mathurin,SF,21,IND,59,1538,,4%,70%,26%,,-2.3,-8.7,43,26,64,14,113,9,290,27,74
323,Wesley Matthews,SG,37,ATL,36,413,,2%,72%,26%,,-6.4,-4.6,3,3,23,2,8,6,56,1,6
324,Tyrese Maxey,PG,23,PHI,70,2626,60%,39%,1%,,,4.7,5.0,60,35,67,9,173,11,1045,54,90
325,Skylar Mays,PG-SG,26,TOT,38,433,86%,14%,,,,-13.7,-6.5,13,4,14,0,7,3,204,2,10
325,Skylar Mays,PG,26,POR,21,356,90%,10%,,,,-14.9,-6.1,12,4,10,0,7,1,180,2,9
325,Skylar Mays,SG,26,LAL,17,77,70%,30%,,,,-7.9,-8.5,1,0,4,0,0,2,24,0,1
326,Miles McBride,PG,23,NYK,68,1328,62%,39%,,,,0.2,-6.8,21,4,52,1,19,19,288,5,21
327,CJ McCollum,PG,32,NOP,66,2159,88%,12%,,,,3.6,-2.3,61,30,68,6,65,6,705,14,41
