Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
116,Chris Dudley,C,34,NYK,47,459,.343,7.6,,1.000,.478,.478,.045,.000,.000,,.343,.594,.094,.333,,,,.609,,,.090,6,,,,,0,0
117,Tim Duncan*,PF,23,SAS,74,2875,.490,8.7,,.991,.249,.376,.241,.125,.009,,.494,.630,.442,.453,.456,.091,,.545,1.000,,.067,73,,.182,.500,,3,0
118,Howard Eisley,PG,27,UTA,82,2096,.418,17.0,,.759,.136,.068,.138,.416,.241,,.434,.511,.435,.290,.456,.368,,.532,.717,,.000,0,,.141,.348,,0,0
119,Obinna Ekezie,PF,24,VAN,39,351,.466,5.5,,1.000,.443,.489,.057,.011,.000,,.466,.590,.419,.000,.000,,,.415,,,.125,9,,,,,0,0
120,Mario Elie,SF,36,SAS,79,2217,.427,15.7,,.593,.239,.127,.088,.140,.407,,.446,.505,.379,.400,.438,.398,,.678,.946,,.015,7,,.360,.388,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
121,Sean Elliott,SF,31,SAS,19,391,.358,15.1,,.651,.208,.160,.028,.255,.349,,.362,.409,.294,.000,.407,.351,,.720,1.000,,.066,6,,.568,.286,,1,0
122,Dale Ellis,SG,39,TOT,42,564,.415,20.5,,.371,.063,.025,.094,.189,.629,,.492,.900,.500,.400,.400,.370,,.828,1.000,,.000,0,,.320,.406,,0,0
122,Dale Ellis,SG,39,MIL,18,324,.465,20.1,,.356,.089,.020,.079,.168,.644,,.667,.889,1.000,.625,.529,.354,,.833,1.000,,.000,0,,.385,.360,,0,0
122,Dale Ellis,SG,39,CHH,24,240,.328,21.1,,.397,.017,.034,.121,.224,.603,,.217,1.000,.000,.143,.231,.400,,.800,1.000,,.000,0,,.200,.571,,0,0
123,LaPhonso Ellis,PF,29,ATL,58,1309,.450,12.2,,.955,.207,.188,.263,.300,.045,,.465,.667,.402,.361,.453,.143,,.655,1.000,,.034,16,,.143,.667,,0,0
124,Pervis Ellison,C,32,BOS,30,269,.442,6.0,,1.000,.419,.372,.163,.047,.000,,.442,.444,.500,.286,.500,,,.579,,,.023,1,,,,,0,0
125,Evan Eschmeyer,C,24,NJN,31,373,.528,5.8,,1.000,.486,.458,.056,.000,.000,,.528,.714,.364,.250,,,,.421,,,.042,3,,,,,0,0
126,Patrick Ewing*,C,37,NYK,62,2035,.466,8.8,,.997,.303,.339,.297,.058,.003,,.467,.643,.392,.391,.378,.000,,.532,,,.034,25,,.500,.000,,1,0
127,Tony Farmer,PF,30,GSW,74,1199,.407,10.5,,.859,.314,.365,.029,.151,.141,,.444,.663,.263,.111,.489,.182,,.504,.875,,.083,24,,.068,.000,,1,0
128,Jamie Feick,C,25,NJN,81,2241,.428,12.6,,.993,.246,.229,.085,.433,.007,,.424,.587,.268,.278,.443,1.000,,.669,1.000,,.035,14,,1.000,1.000,,0,0
129,Danny Ferry,PF,33,CLE,63,1326,.497,17.5,,.803,.021,.068,.176,.537,.197,,.511,.375,.308,.567,.525,.440,,.814,1.000,,.000,0,,.147,.636,,1,0
130,Michael Finley,SF,26,DAL,82,3464,.457,13.8,,.849,.160,.175,.230,.284,.151,,.467,.698,.385,.410,.434,.401,,.421,.939,,.043,68,,.304,.480,,5,1
131,Derek Fisher,PG,25,LAL,78,1803,.346,18.1,,.656,.153,.066,.085,.352,.344,,.363,.405,.219,.366,.371,.313,,.609,.885,,.004,2,,.145,.458,,0,0
132,Danny Fortson,PF,23,BOS,55,856,.528,5.7,,1.000,.555,.294,.087,.064,.000,,.528,.605,.462,.261,.529,,,.521,,,.023,6,,,,,0,0
133,Greg Foster,PF,31,SEA,60,718,.406,16.6,,.933,.027,.098,.161,.647,.067,,.421,1.000,.364,.389,.414,.200,,.795,1.000,,.000,0,,.133,1.000,,0,0
134,Jeff Foster,C,23,IND,19,86,.565,5.9,,.957,.522,.261,.087,.087,.043,,.591,.583,.833,.000,.500,.000,,.538,,,.130,3,,.000,,,0,0
135,Rick Fox,SF,30,LAL,82,1473,.414,16.8,,.637,.171,.100,.108,.257,.363,,.464,.682,.420,.241,.430,.326,,.592,.847,,.004,2,,.287,.250,,0,0
136,Adonal Foyle,C,24,GSW,76,1654,.508,5.9,,1.000,.384,.532,.068,.016,.000,,.508,.589,.485,.231,.500,,,.637,,,.079,26,,,,,0,0
137,Steve Francis,PG,22,HOU,77,2776,.445,14.1,,.722,.332,.114,.090,.187,.278,,.483,.644,.236,.290,.440,.345,,.303,.411,,.094,96,,.103,.406,,1,0
138,Todd Fuller,C,25,CHH,41,399,.418,8.3,,1.000,.451,.262,.172,.115,.000,,.418,.527,.313,.286,.429,,,.745,,,.041,5,,,,,0,0
139,Lawrence Funderburke,PF,29,SAC,75,1026,.523,8.1,,.994,.426,.267,.139,.162,.006,,.526,.660,.447,.388,.421,.000,,.587,,,.153,53,,.500,.000,,1,0
140,Kevin Garnett*,PF,23,MIN,81,3243,.497,12.0,,.947,.183,.244,.223,.296,.053,,.504,.724,.485,.390,.471,.370,,.690,.900,,.063,92,,.136,.182,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
141,Dean Garrett,C,33,MIN,56,604,.444,9.9,,1.000,.250,.287,.324,.139,.000,,.444,.667,.323,.286,.667,,,.813,,,.102,11,,,,,0,0
142,Kiwane Lemorris Garris,SG,25,ORL,3,23,.200,15.1,,.900,.300,.100,.100,.400,.100,,.222,.000,.000,.000,.500,.000,,.500,,,.000,0,,1.000,.000,,0,0
143,Pat Garrity,SF,23,ORL,82,1479,.441,17.4,,.663,.109,.072,.132,.350,.337,,.461,.625,.452,.468,.410,.401,,.693,.987,,.012,6,,.203,.400,,0,0
144,Chris Gatling,PF,32,TOT,85,1811,.455,9.8,,.913,.334,.294,.148,.137,.087,,.474,.642,.390,.336,.391,.257,,.504,1.000,,.047,36,,.786,.273,,0,0
144,Chris Gatling,PF,32,ORL,45,1041,.455,9.1,,.950,.359,.316,.145,.130,.050,,.462,.614,.356,.403,.367,.304,,.448,1.000,,.058,26,,.913,.333,,0,0
144,Chris Gatling,PF,32,DEN,40,770,.456,10.8,,.862,.300,.265,.153,.147,.138,,.491,.686,.444,.250,.420,.234,,.583,1.000,,.032,10,,.723,.235,,0,0
145,Matt Geiger,C,30,PHI,65,1406,.441,9.5,,.993,.261,.234,.367,.131,.007,,.444,.649,.348,.380,.390,.000,,.696,,,.066,35,,.000,,,1,0
146,Devean George,SF,22,LAL,49,345,.389,14.6,,.674,.306,.174,.063,.132,.326,,.412,.636,.160,.000,.421,.340,,.700,.688,,.111,13,,.319,.267,,1,0
147,Kendall Gill,SF,31,NJN,76,2355,.414,13.9,,.918,.287,.076,.116,.439,.082,,.428,.613,.192,.342,.371,.256,,.628,.950,,.047,45,,.218,.176,,0,0
148,Armen Gilliam,PF,35,UTA,50,782,.436,10.7,,.997,.207,.361,.164,.266,.003,,.438,.508,.400,.340,.494,.000,,.714,,,.026,7,,.000,,,0,0
149,Dion Glover,SG,21,ATL,30,446,.386,12.9,,.737,.433,.140,.064,.099,.263,,.429,.541,.208,.182,.412,.267,,.444,.833,,.047,7,,.067,.333,,0,0
150,Brian Grant,PF,27,POR,63,1322,.491,8.7,,.994,.426,.290,.111,.168,.006,,.491,.627,.382,.333,.441,.500,,.692,.000,,.080,26,,.000,,,1,0
151,Gary Grant,PG,34,POR,3,24,.429,16.9,,1.000,.000,.143,.143,.714,.000,,.429,,.000,.000,.600,,,.833,,,.000,0,,,,,0,0
152,Horace Grant,PF,34,SEA,76,2688,.444,14.3,,.993,.147,.097,.142,.608,.007,,.447,.625,.414,.282,.448,.000,,.842,,,.018,10,,.250,.000,,0,0
153,Devin Gray,SF,27,HOU,21,124,.405,6.7,,1.000,.595,.324,.081,.000,.000,,.405,.500,.167,.667,,,,.733,,,.108,3,,,,,0,0
154,A.C. Green,PF,36,LAL,82,1929,.447,11.7,,.990,.287,.165,.222,.315,.010,,.449,.586,.344,.314,.475,.250,,.686,1.000,,.016,5,,.250,.000,,1,0
155,Adrian Griffin,SG,25,BOS,72,1927,.424,10.9,,.862,.346,.194,.102,.220,.138,,.447,.552,.413,.262,.396,.281,,.434,1.000,,.015,6,,.561,.313,,1,0
156,Tom Gugliotta,PF,30,PHO,54,1767,.481,11.7,,.988,.291,.161,.171,.364,.012,,.485,.660,.385,.409,.426,.125,,.780,1.000,,.059,37,,.125,1.000,,2,0
157,Darvin Ham,SF,26,MIL,35,792,.555,6.5,,.992,.719,.164,.070,.039,.008,,.559,.641,.381,.333,.200,.000,,.620,,,.320,37,,.000,,,1,0
158,Richard Hamilton,SG,21,WAS,71,1373,.420,13.3,,.873,.157,.185,.256,.274,.127,,.428,.589,.339,.374,.446,.364,,.518,.893,,.008,5,,.247,.368,,0,0
159,Thomas Hamilton,C,24,HOU,22,273,.443,4.8,,1.000,.506,.430,.051,.013,.000,,.443,.675,.206,.250,.000,,,.371,,,.215,15,,,,,0,0
160,Tom Hammonds,PF,32,MIN,56,372,.433,9.5,,1.000,.320,.351,.196,.134,.000,,.433,.548,.382,.316,.462,,,.643,,,.093,8,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
161,Anfernee Hardaway,SG,28,PHO,60,2253,.474,12.4,,.872,.293,.159,.182,.238,.128,,.496,.645,.409,.386,.453,.324,,.501,.848,,.038,29,,.118,.250,,0,0
162,Tim Hardaway*,PG,33,MIA,52,1672,.386,17.8,,.599,.127,.116,.088,.268,.401,,.398,.506,.324,.339,.398,.367,,.270,.500,,.000,0,,.117,.433,,1,0
163,Ron Harper,PG,36,LAL,80,2042,.399,11.9,,.800,.363,.200,.128,.109,.200,,.421,.617,.245,.265,.276,.311,,.492,.909,,.024,9,,.330,.371,,1,0
164,Matt Harpring,SF,23,ORL,4,63,.235,12.4,,.882,.353,.176,.176,.176,.118,,.133,.333,.000,.000,.000,1.000,,1.000,1.000,,.000,0,,.500,1.000,,0,0
165,Al Harrington,PF,19,IND,50,854,.458,9.7,,.871,.307,.299,.152,.114,.129,,.491,.642,.405,.425,.400,.235,,.434,1.000,,.072,18,,.588,.350,,0,0
166,Othella Harrington,PF,26,VAN,82,2677,.506,7.4,,.998,.272,.414,.247,.064,.002,,.507,.690,.488,.371,.377,.000,,.643,,,.023,16,,.000,,,0,0
167,Lucious Harris,SG,29,NJN,77,1510,.428,16.4,,.752,.197,.073,.097,.384,.248,,.460,.549,.382,.422,.438,.330,,.675,.974,,.017,7,,.270,.355,,0,0
168,Antonio Harvey,PF,29,POR,19,137,.567,6.0,,1.000,.567,.300,.067,.067,.000,,.567,.647,.444,.500,.500,,,.588,,,.200,6,,,,,0,0
169,Hersey Hawkins,SG,33,CHI,61,1622,.424,16.3,,.624,.213,.120,.093,.197,.376,,.444,.588,.356,.371,.378,.390,,.529,.945,,.000,0,,.163,.391,,0,0
170,Michael Hawkins,PG,27,CHH,12,36,.231,18.4,,.615,.154,.077,.077,.308,.385,,.250,.000,.000,.000,.500,.200,,1.000,1.000,,.000,0,,.400,.000,,0,0
171,Alan Henderson,PF,27,ATL,82,2775,.461,8.4,,.989,.378,.295,.233,.083,.011,,.465,.662,.347,.323,.390,.100,,.556,1.000,,.071,55,,.200,.000,,0,0
172,Cedric Henderson,SF,24,CLE,61,1107,.396,10.8,,.954,.328,.138,.184,.304,.046,,.412,.664,.133,.217,.384,.067,,.836,1.000,,.083,26,,.667,.100,,0,0
173,Mark Hendrickson,PF,25,TOT,15,71,.625,7.6,,1.000,.500,.000,.375,.125,.000,,.625,.500,,.667,1.000,,,1.000,,,.000,0,,,,,0,0
173,Mark Hendrickson,PF,25,CLE,10,47,.714,6.6,,1.000,.571,.000,.286,.143,.000,,.714,.500,,1.000,1.000,,,1.000,,,.000,0,,,,,0,0
173,Mark Hendrickson,PF,25,NJN,5,24,.000,15.0,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0
174,Chris Herren,PG,24,DEN,45,597,.363,17.5,,.460,.323,.097,.040,.000,.540,,.368,.400,.333,.200,,.358,,.143,.625,,.008,1,,.149,.300,,0,0
175,Grant Hill*,SF,27,DET,74,2776,.489,11.8,,.931,.341,.108,.210,.273,.069,,.500,.658,.379,.359,.459,.347,,.323,.882,,.056,70,,.112,.364,,2,0
176,Tyrone Hill,PF,31,PHI,68,2155,.485,6.8,,.998,.380,.373,.212,.034,.002,,.485,.715,.339,.367,.273,.000,,.695,,,.043,28,,.000,,,0,0
177,Fred Hoiberg,SG,27,CHI,31,845,.387,17.5,,.591,.222,.048,.048,.274,.409,,.419,.608,.182,.273,.333,.340,,.684,.906,,.009,2,,.074,.429,,0,0
178,Derek Hood,PF,23,CHH,2,4,.000,11.7,,1.000,.000,.333,.333,.333,.000,,.000,,.000,.000,.000,,,,,,.000,0,,,,,0,0
179,Jeff Hornacek,SG,36,UTA,77,2133,.492,15.2,,.810,.187,.140,.133,.350,.190,,.495,.544,.412,.423,.529,.478,,.716,.894,,.000,0,,.159,.682,,1,1
180,Robert Horry,PF,29,LAL,76,1685,.438,14.2,,.741,.226,.132,.152,.231,.259,,.483,.732,.333,.455,.345,.309,,.700,.931,,.088,29,,.266,.400,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
181,Allan Houston,SG,28,NYK,82,3169,.483,15.6,,.809,.129,.091,.257,.332,.191,,.494,.470,.371,.489,.540,.436,,.451,.896,,.009,7,,.309,.453,,3,0
182,Juwan Howard,PF,26,WAS,82,2909,.459,9.5,,.994,.188,.310,.393,.104,.006,,.462,.591,.446,.439,.365,.000,,.611,,,.029,29,,.000,,,1,0
183,Troy Hudson,PG,23,LAC,62,1592,.377,17.2,,.643,.181,.102,.100,.261,.357,,.414,.500,.418,.407,.355,.311,,.326,.683,,.006,3,,.041,.250,,0,0
184,Larry Hughes,SG,21,TOT,82,2324,.400,12.4,,.891,.191,.214,.255,.232,.109,,.421,.703,.314,.305,.414,.232,,.519,.828,,.046,50,,.112,.429,,3,0
184,Larry Hughes,SG,21,PHI,50,1018,.416,12.2,,.889,.221,.204,.249,.215,.111,,.441,.745,.266,.339,.414,.216,,.481,.818,,.056,26,,.098,.800,,3,0
184,Larry Hughes,SG,21,GSW,32,1306,.389,12.5,,.892,.171,.220,.258,.243,.108,,.407,.667,.344,.282,.413,.243,,.546,.833,,.039,24,,.122,.222,,0,0
185,Rick Hughes,PF,26,DAL,21,224,.486,8.7,,.986,.292,.347,.236,.111,.014,,.493,.619,.440,.471,.375,.000,,.629,,,.014,1,,.000,,,0,0
186,Lindsey Hunter,PG,29,DET,82,2919,.425,17.8,,.564,.184,.065,.121,.194,.436,,.419,.476,.345,.361,.428,.432,,.313,.923,,.007,5,,.252,.480,,0,0
187,Allen Iverson*,SG,24,PHI,70,2853,.421,12.7,,.849,.257,.162,.162,.268,.151,,.435,.711,.178,.307,.402,.341,,.473,.787,,.009,14,,.142,.432,,0,0
188,Bobby Jackson,PG,26,MIN,73,1034,.405,15.2,,.867,.211,.075,.133,.448,.133,,.423,.575,.308,.283,.413,.283,,.441,.692,,.000,0,,.326,.533,,3,0
189,Jaren Jackson,SG,32,SAS,81,1691,.381,20.4,,.373,.061,.025,.096,.191,.627,,.429,.567,.250,.298,.473,.353,,.679,.917,,.004,2,,.422,.419,,1,0
190,Jermaine Jackson,SG,23,DET,7,73,.091,14.7,,.909,.364,.000,.273,.273,.091,,.100,.250,,.000,.000,.000,,1.000,,,.000,0,,.000,,,1,0
191,Jim Jackson,SF,29,ATL,79,2767,.411,16.0,,.755,.114,.123,.214,.304,.245,,.418,.567,.296,.364,.451,.386,,.500,.838,,.003,3,,.221,.537,,4,0
192,Mark Jackson,PG,34,IND,81,2190,.432,14.4,,.612,.151,.319,.086,.056,.388,,.450,.605,.429,.327,.344,.403,,.287,.944,,.000,0,,.072,.375,,1,0
193,Randell Jackson,PF,24,DAL,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
194,Sam Jacobson,PG,24,TOT,52,681,.509,13.9,,.887,.184,.160,.198,.344,.113,,.527,.615,.441,.429,.575,.375,,.646,1.000,,.019,3,,.375,.444,,0,0
194,Sam Jacobson,PG,24,LAL,3,18,.556,13.3,,1.000,.333,.111,.111,.444,.000,,.556,.333,1.000,.000,.750,,,.400,,,.000,0,,,,,0,0
194,Sam Jacobson,PG,24,GSW,49,663,.507,13.9,,.882,.177,.163,.202,.340,.118,,.525,.639,.424,.439,.565,.375,,.660,1.000,,.020,3,,.375,.444,,0,0
195,Tim James,SF,23,MIA,4,23,.357,12.9,,1.000,.214,.143,.286,.357,.000,,.357,.667,.000,.500,.200,,,.600,,,.000,0,,,,,0,0
196,Antawn Jamison,SF,23,GSW,43,1556,.471,7.6,,.991,.274,.458,.171,.089,.009,,.473,.700,.410,.318,.388,.286,,.653,1.000,,.020,14,,.286,.500,,0,0
197,Harold Jamison,PF,23,MIA,12,74,.350,6.8,,1.000,.650,.350,.000,.000,.000,,.350,.308,.429,,,,,.429,,,.100,2,,,,,0,0
198,Anthony Johnson,PG,25,TOT,56,637,.378,12.9,,.933,.226,.159,.195,.354,.067,,.392,.541,.269,.500,.293,.182,,.700,1.000,,.043,6,,.182,.000,,0,0
198,Anthony Johnson,PG,25,ATL,38,423,.350,12.0,,.942,.282,.165,.204,.291,.058,,.361,.517,.176,.524,.200,.167,,.714,1.000,,.049,4,,.000,,,0,0
198,Anthony Johnson,PG,25,ORL,18,214,.426,14.4,,.918,.131,.148,.180,.459,.082,,.446,.625,.444,.455,.393,.200,,.680,1.000,,.033,2,,.400,.000,,0,0
199,Avery Johnson,PG,34,SAS,82,2571,.473,10.1,,.989,.356,.209,.119,.305,.011,,.477,.594,.404,.366,.432,.111,,.421,1.000,,.001,1,,.444,.000,,1,0
200,DeMarco Johnson,PF,24,NYK,5,37,.333,9.7,,1.000,.444,.333,.111,.111,.000,,.333,.500,.000,1.000,.000,,,.667,,,.000,0,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
201,Ervin Johnson,C,32,MIL,80,2129,.516,6.2,,.996,.530,.341,.100,.025,.004,,.518,.642,.453,.143,.286,.000,,.535,,,.129,32,,1.000,.000,,0,0
202,Kevin Johnson,PG,33,PHO,6,113,.571,14.3,,.964,.250,.036,.036,.643,.036,,.556,.857,1.000,.000,.444,1.000,,.333,1.000,,.000,0,,1.000,1.000,,0,0
203,Larry Johnson,PF,30,NYK,70,2281,.433,11.6,,.733,.348,.238,.109,.038,.267,,.469,.630,.303,.366,.320,.333,,.469,1.000,,.011,7,,.431,.333,,0,0
204,Charles Jones,PG,24,LAC,56,662,.328,19.6,,.413,.169,.085,.025,.134,.587,,.325,.500,.294,.200,.148,.331,,.481,.821,,.025,3,,.136,.500,,0,0
205,Damon Jones,PG,23,TOT,55,612,.385,18.0,,.452,.221,.038,.077,.115,.548,,.415,.609,.250,.250,.208,.360,,.282,.683,,.000,0,,.316,.472,,0,0
205,Damon Jones,PG,23,GSW,13,196,.463,15.3,,.574,.333,.037,.111,.093,.426,,.452,.556,.500,.167,.400,.478,,.286,.909,,.000,0,,.261,.500,,0,0
205,Damon Jones,PG,23,DAL,42,416,.357,18.9,,.409,.182,.039,.065,.123,.591,,.397,.643,.167,.300,.158,.330,,.280,.600,,.000,0,,.330,.467,,0,0
206,Eddie Jones,SG,28,CHH,72,2807,.427,15.7,,.695,.226,.081,.144,.244,.305,,.450,.632,.363,.311,.392,.375,,.534,.961,,.040,41,,.229,.346,,0,0
207,Jumaine Jones,SF,20,PHI,33,138,.379,13.3,,.931,.190,.155,.224,.362,.069,,.370,.364,.222,.385,.429,.500,,.650,1.000,,.034,1,,.250,1.000,,0,0
208,Popeye Jones,PF,29,DEN,40,330,.423,11.6,,.971,.154,.375,.163,.279,.029,,.416,.500,.385,.412,.414,.667,,.667,1.000,,.000,0,,.000,,,0,0
209,Reggie Jordan,PG,32,WAS,36,243,.321,8.9,,.981,.415,.264,.094,.208,.019,,.327,.318,.500,.200,.182,.000,,.235,,,.038,2,,.000,,,0,0
210,Adam Keefe,C,29,UTA,62,604,.408,9.0,,.992,.415,.200,.200,.177,.008,,.411,.667,.154,.231,.304,.000,,.736,,,.054,7,,1.000,.000,,0,0
211,Shawn Kemp,C,30,CLE,82,2492,.417,8.5,,.995,.408,.205,.159,.222,.005,,.418,.552,.265,.319,.384,.333,,.703,.500,,.084,93,,.000,,,1,0
212,Steve Kerr,PG,34,SAS,32,268,.432,19.6,,.581,.014,.054,.122,.392,.419,,.372,1.000,.500,.111,.414,.516,,.313,.813,,.000,0,,.129,.250,,0,0
213,Jerome Kersey,SF,37,SAS,72,1310,.412,14.5,,.975,.169,.088,.085,.633,.025,,.423,.533,.226,.433,.420,.000,,.815,,,.025,8,,.111,.000,,1,0
214,Lari Ketner,PF,22,TOT,22,132,.406,6.4,,1.000,.344,.406,.219,.031,.000,,.406,.545,.385,.143,1.000,,,.615,,,.125,4,,,,,0,0
214,Lari Ketner,PF,22,CHI,6,41,.400,9.0,,1.000,.100,.500,.300,.100,.000,,.400,1.000,.200,.333,1.000,,,1.000,,,.100,1,,,,,0,0
214,Lari Ketner,PF,22,CLE,16,91,.409,5.2,,1.000,.455,.364,.182,.000,.000,,.409,.500,.500,.000,,,,.444,,,.136,3,,,,,0,0
215,Jason Kidd*,PG,26,PHO,67,2616,.409,14.8,,.806,.233,.102,.129,.343,.194,,.427,.623,.299,.318,.372,.337,,.361,.875,,.002,2,,.163,.407,,1,0
216,Gerard King,SF,27,WAS,62,1060,.502,10.0,,1.000,.224,.213,.332,.231,.000,,.502,.710,.356,.457,.500,,,.813,,,.025,7,,,,,0,0
217,Kerry Kittles,SG,25,NJN,62,1896,.437,16.4,,.656,.193,.092,.096,.275,.344,,.456,.681,.375,.284,.385,.400,,.641,.948,,.054,38,,.200,.396,,0,0
218,Joe Kleine,C,38,POR,7,31,.364,15.9,,1.000,.091,.000,.182,.727,.000,,.364,1.000,,1.000,.125,,,.750,,,.000,0,,,,,0,0
219,Brevin Knight,PG,24,CLE,65,1754,.412,12.3,,.982,.174,.147,.310,.351,.018,,.416,.526,.293,.376,.449,.200,,.439,.000,,.000,0,,.100,.000,,0,0
220,Travis Knight,C,25,LAL,63,410,.390,11.2,,1.000,.322,.178,.246,.254,.000,,.390,.474,.333,.241,.467,,,.696,,,.093,9,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
221,Toni Kukoč*,SF,31,TOT,56,1784,.408,14.0,,.769,.232,.177,.141,.218,.231,,.452,.615,.364,.350,.415,.262,,.506,.795,,.018,13,,.149,.280,,0,0
221,Toni Kukoč*,SF,31,CHI,24,868,.381,14.2,,.799,.245,.168,.119,.268,.201,,.419,.547,.323,.326,.404,.231,,.569,.667,,.015,6,,.128,.100,,0,0
221,Toni Kukoč*,SF,31,PHI,32,916,.438,13.7,,.735,.218,.188,.168,.162,.265,,.492,.703,.406,.368,.436,.289,,.439,.885,,.021,7,,.167,.400,,0,0
222,Christian Laettner,C,30,DET,82,2443,.473,11.0,,.970,.358,.174,.161,.277,.030,,.479,.578,.432,.357,.450,.292,,.634,.857,,.032,23,,.125,.333,,0,0
223,Raef LaFrentz,C,23,DEN,81,2435,.446,12.6,,.792,.304,.174,.149,.165,.208,,.477,.742,.275,.313,.352,.328,,.672,.950,,.078,65,,.098,.222,,0,0
224,Andrew Lang,C,33,NYK,19,244,.438,10.3,,1.000,.156,.328,.375,.141,.000,,.438,.700,.238,.458,.556,,,.714,,,.047,3,,,,,0,0
225,Antonio Lang,SF,27,TOT,10,38,.167,9.0,,1.000,.500,.333,.000,.167,.000,,.167,.333,.000,,.000,,,.000,,,.000,0,,,,,0,0
225,Antonio Lang,SF,27,TOR,7,32,.000,10.4,,1.000,.400,.400,.000,.200,.000,,.000,.000,.000,,.000,,,,,,.000,0,,,,,0,0
225,Antonio Lang,SF,27,PHI,3,6,1.000,2.1,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0
226,Trajan Langdon,SG,23,CLE,10,145,.375,18.3,,.525,.175,.050,.050,.250,.475,,.333,.429,.000,.000,.400,.421,,.714,1.000,,.000,0,,.158,.667,,0,0
227,Rusty LaRue,PG,26,CHI,4,129,.349,20.3,,.674,.047,.000,.047,.581,.326,,.448,.000,,.000,.520,.143,,.385,1.000,,.000,0,,.000,,,0,0
228,Tim Legler,SG,33,GSW,23,284,.359,16.1,,.731,.154,.090,.090,.397,.269,,.368,.583,.286,.429,.290,.333,,.667,1.000,,.000,0,,.095,.500,,0,0
229,Voshon Lenard,SG,26,MIA,53,1434,.407,18.0,,.593,.111,.082,.104,.296,.407,,.419,.645,.348,.362,.373,.390,,.525,.966,,.002,1,,.316,.417,,0,0
230,Quincy Lewis,SG,22,UTA,74,896,.372,14.6,,.789,.228,.141,.124,.295,.211,,.374,.574,.333,.243,.295,.365,,.773,.957,,.003,1,,.286,.389,,1,0
231,Rashard Lewis,SF,20,SEA,82,1575,.486,12.0,,.788,.263,.233,.097,.194,.212,,.527,.812,.432,.345,.345,.333,,.651,.950,,.087,45,,.308,.405,,0,0
232,Randy Livingston,PG,24,PHO,79,1081,.416,12.7,,.853,.322,.206,.091,.233,.147,,.428,.525,.351,.382,.379,.345,,.419,.789,,.011,4,,.145,.375,,0,0
233,Grant Long,PF,33,VAN,42,920,.443,10.3,,.976,.281,.216,.168,.311,.024,,.454,.681,.389,.357,.346,.000,,.608,,,.042,6,,.250,.000,,0,0
234,Luc Longley,C,31,PHO,72,1417,.466,9.3,,1.000,.306,.293,.218,.183,.000,,.466,.566,.462,.287,.521,,,.785,,,.063,23,,,,,0,0
235,Felipe López,SG,25,VAN,65,781,.425,9.3,,.931,.483,.169,.073,.207,.069,,.444,.579,.205,.316,.370,.167,,.463,1.000,,.096,23,,.333,.333,,0,0
236,Tyronn Lue,PG,22,LAL,8,146,.487,13.6,,.795,.385,.103,.077,.231,.205,,.484,.533,.000,.333,.667,.500,,.400,.250,,.000,0,,.125,.000,,0,0
