Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
120,Chris Dudley,C,36,POR,43,327,.400,5.9,,.960,.460,.400,.100,.000,.040,,.417,.565,.300,.200,,.000,,.650,,,.100,5,,.000,,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
121,Tim Duncan*,PF,25,SAS,82,3329,.508,7.6,,.993,.311,.337,.256,.089,.007,,.511,.714,.450,.405,.336,.100,,.464,1.000,,.071,102,,.100,1.000,,0,0
122,Howard Eisley,PG,29,NYK,39,609,.337,15.4,,.669,.194,.137,.120,.217,.331,,.385,.529,.417,.238,.316,.241,,.089,.571,,.000,0,,.138,.250,,0,0
123,Obinna Ekezie,PF,26,LAC,29,152,.333,8.8,,1.000,.231,.359,.231,.179,.000,,.333,.444,.286,.222,.429,,,.692,,,.051,2,,,,,0,0
124,LaPhonso Ellis,SF,31,MIA,66,1684,.418,14.3,,.726,.190,.164,.126,.246,.274,,.460,.616,.432,.351,.414,.306,,.616,1.000,,.029,12,,.355,.364,,1,0
125,Evan Eschmeyer,C,26,DAL,31,299,.420,2.1,,1.000,.820,.080,.060,.040,.000,,.420,.512,.000,.000,.000,,,.619,,,.180,7,,,,,0,0
126,Maurice Evans,SG,23,MIN,10,45,.474,7.1,,.842,.474,.263,.105,.000,.158,,.563,.778,.200,.500,,.000,,.556,,,.211,3,,.333,.000,,0,0
127,Patrick Ewing*,C,39,ORL,65,901,.444,7.9,,.997,.330,.273,.243,.150,.003,,.446,.655,.341,.321,.380,.000,,.635,,,.042,12,,1.000,.000,,0,0
128,Danny Ferry,SF,35,SAS,50,799,.429,21.1,,.441,.011,.006,.136,.288,.559,,.423,1.000,.000,.292,.471,.434,,.818,1.000,,.000,0,,.414,.366,,0,0
129,Michael Finley,SF,28,DAL,69,2754,.463,14.1,,.818,.186,.115,.204,.314,.182,,.491,.684,.482,.416,.429,.339,,.529,.908,,.047,56,,.254,.421,,4,0
130,Derek Fisher,PG,27,LAL,70,1974,.411,20.0,,.476,.081,.039,.068,.288,.524,,.410,.426,.077,.467,.438,.413,,.585,.917,,.002,0,,.289,.515,,1,0
131,Marcus Fizer,PF,23,CHI,76,1963,.438,9.3,,.952,.350,.173,.239,.189,.048,,.451,.529,.415,.419,.381,.171,,.651,.857,,.044,34,,.220,.222,,2,0
132,Isaac Fontaine,SG,26,MEM,6,75,.214,13.2,,.643,.286,.071,.143,.143,.357,,.222,.500,.000,.000,.000,.200,,.000,1.000,,.000,0,,.400,.000,,0,0
133,Alton Ford,PF,20,PHO,53,452,.517,4.6,,1.000,.542,.246,.169,.042,.000,,.517,.578,.483,.400,.400,,,.721,,,.085,10,,,,,0,0
134,Joseph Forte,SG,20,BOS,8,39,.083,17.2,,.750,.000,.167,.167,.417,.250,,.111,,.000,.000,.200,.000,,1.000,,,.000,0,,.000,,,0,0
135,Danny Fortson,PF,25,GSW,77,2216,.428,9.3,,.994,.301,.234,.162,.298,.006,,.429,.558,.284,.462,.395,.250,,.545,1.000,,.003,2,,.000,,,0,0
136,Greg Foster,PF,33,MIL,6,24,.222,17.4,,.556,.111,.111,.111,.222,.444,,.400,.000,1.000,.000,.500,.000,,.500,,,.000,0,,.500,.000,,0,0
137,Jeff Foster,C,25,IND,82,1786,.449,8.2,,.962,.462,.157,.119,.223,.038,,.462,.593,.355,.319,.341,.133,,.634,1.000,,.109,36,,.333,.200,,1,0
138,Antonis Fotsis,PF,20,MEM,28,320,.404,12.1,,.779,.375,.077,.048,.279,.221,,.432,.564,.375,.400,.276,.304,,.429,1.000,,.048,5,,.217,.400,,0,0
139,Tremaine Fowlkes,SF,25,LAC,22,343,.391,8.0,,1.000,.438,.109,.234,.219,.000,,.391,.571,.286,.133,.357,,,.400,,,.047,3,,,,,0,0
140,Rick Fox,SF,32,LAL,82,2289,.421,15.7,,.656,.212,.071,.127,.246,.344,,.479,.695,.465,.390,.342,.313,,.616,.969,,.012,6,,.255,.358,,2,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
141,Adonal Foyle,C,26,GSW,79,1485,.444,4.6,,1.000,.395,.491,.101,.013,.000,,.444,.553,.365,.410,.400,,,.538,,,.052,19,,,,,0,0
142,Steve Francis,PG,24,HOU,57,2343,.417,12.8,,.791,.337,.077,.072,.305,.209,,.442,.522,.282,.425,.397,.324,,.159,.382,,.025,22,,.171,.250,,6,0
143,Lawrence Funderburke,PF,31,SAC,56,722,.469,8.6,,.988,.424,.131,.139,.294,.012,,.475,.692,.281,.324,.319,.000,,.548,,,.102,24,,.000,,,0,0
144,Kevin Garnett*,PF,25,MIN,81,3175,.470,11.7,,.917,.209,.216,.218,.275,.083,,.484,.669,.407,.485,.403,.319,,.588,.838,,.067,87,,.026,.000,,2,0
145,Dean Garrett,C,35,TOT,34,183,.327,9.4,,1.000,.273,.255,.309,.164,.000,,.327,.533,.286,.235,.222,,,.611,,,.091,5,,,,,0,0
145,Dean Garrett,C,35,MIN,29,152,.350,9.4,,1.000,.250,.275,.325,.150,.000,,.350,.600,.364,.231,.167,,,.643,,,.100,4,,,,,0,0
145,Dean Garrett,C,35,GSW,5,31,.267,9.4,,1.000,.333,.200,.267,.200,.000,,.267,.400,.000,.250,.333,,,.500,,,.067,1,,,,,0,0
146,Pat Garrity,PF,25,ORL,80,2406,.426,20.6,,.484,.048,.037,.056,.343,.516,,.426,.514,.429,.256,.441,.427,,.772,.982,,.007,4,,.210,.410,,0,0
147,Pau Gasol*,PF,21,MEM,82,3007,.518,5.2,,.995,.465,.344,.111,.075,.005,,.519,.707,.369,.305,.363,.200,,.691,1.000,,.174,177,,.000,,,0,0
148,Chris Gatling,PF,34,MIA,54,809,.447,9.2,,.973,.324,.235,.167,.246,.027,,.456,.653,.333,.388,.361,.125,,.615,1.000,,.048,11,,.625,.000,,1,0
149,Matt Geiger,C,32,PHI,4,36,.125,11.2,,1.000,.250,.000,.375,.375,.000,,.125,.500,,.000,.000,,,.000,,,.000,0,,,,,0,0
150,Devean George,SF,24,LAL,82,1759,.411,15.2,,.660,.237,.090,.117,.216,.340,,.432,.573,.383,.295,.372,.371,,.617,.939,,.084,31,,.371,.439,,5,0
151,Eddie Gill,PG,23,MEM,23,384,.424,16.1,,.761,.120,.109,.163,.370,.239,,.457,.455,.700,.467,.382,.318,,.188,.571,,.000,0,,.273,.167,,0,0
152,Kendall Gill,SG,33,MIA,65,1410,.384,14.9,,.896,.216,.026,.121,.533,.104,,.413,.527,.455,.333,.382,.136,,.705,.833,,.012,3,,.386,.176,,1,0
153,Dion Glover,SG,23,ATL,55,1156,.421,10.8,,.800,.390,.092,.151,.167,.200,,.444,.556,.262,.348,.368,.330,,.444,.967,,.042,18,,.165,.400,,1,0
154,Steve Goodrich,SF,25,NJN,9,50,.200,9.1,,1.000,.400,.200,.100,.300,.000,,.200,.250,.000,.000,.333,,,1.000,,,.000,0,,,,,0,0
155,Brian Grant,PF,29,MIA,72,2256,.469,10.5,,.997,.279,.174,.169,.375,.003,,.470,.571,.387,.437,.450,.000,,.762,,,.057,31,,.500,.000,,1,0
156,Horace Grant,C,36,ORL,76,2210,.513,12.0,,1.000,.297,.041,.130,.532,.000,,.513,.680,.476,.493,.427,,,.807,,,.016,8,,,,,0,0
157,Adrian Griffin,SG,27,DAL,58,1383,.499,11.1,,.850,.320,.150,.153,.226,.150,,.534,.713,.407,.455,.420,.296,,.503,1.000,,.008,3,,.519,.464,,2,0
158,Eddie Griffin,PF,19,HOU,73,1896,.366,16.7,,.590,.173,.065,.150,.203,.410,,.392,.583,.419,.300,.289,.330,,.636,.989,,.039,23,,.092,.280,,0,0
159,Tom Gugliotta,PF,32,PHO,44,1129,.422,13.1,,.970,.189,.083,.239,.458,.030,,.425,.579,.320,.333,.428,.333,,.790,1.000,,.023,6,,.333,.000,,1,0
160,A.J. Guyton,PG,23,CHI,45,607,.361,19.6,,.496,.107,.049,.066,.275,.504,,.347,.538,.333,.438,.254,.374,,.357,.783,,.000,0,,.195,.250,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
161,Darvin Ham,SF,28,MIL,70,1208,.569,4.3,,.967,.687,.123,.090,.066,.033,,.583,.669,.385,.316,.429,.143,,.723,.000,,.289,54,,.286,.500,,1,0
162,Richard Hamilton,SG,23,WAS,63,2203,.435,11.4,,.961,.172,.221,.333,.235,.039,,.438,.618,.388,.391,.420,.381,,.632,1.000,,.012,13,,.119,.600,,0,0
163,Tang Hamilton,SF,23,MIA,9,98,.526,11.9,,.947,.368,.105,.053,.421,.053,,.556,1.000,.000,.000,.375,.000,,.600,,,.263,5,,.000,,,0,0
164,Zendon Hamilton,PF,26,DEN,54,848,.420,4.7,,1.000,.620,.155,.065,.159,.000,,.420,.520,.211,.250,.308,,,.660,,,.118,25,,,,,0,0
165,Anfernee Hardaway,SG,30,PHO,80,2462,.418,10.9,,.911,.279,.188,.187,.257,.089,,.432,.550,.400,.391,.356,.277,,.451,.913,,.020,16,,.181,.067,,1,0
166,Tim Hardaway*,PG,35,TOT,68,1601,.365,19.8,,.429,.124,.034,.060,.211,.571,,.387,.377,.429,.405,.382,.347,,.262,.691,,.000,0,,.113,.475,,2,0
166,Tim Hardaway*,PG,35,DAL,54,1276,.362,19.6,,.435,.132,.028,.061,.215,.565,,.391,.415,.500,.367,.368,.341,,.262,.695,,.000,0,,.125,.486,,1,0
166,Tim Hardaway*,PG,35,DEN,14,325,.373,20.3,,.405,.095,.056,.056,.198,.595,,.373,.167,.286,.571,.440,.373,,.263,.679,,.000,0,,.067,.400,,1,0
167,Matt Harpring,SF,25,PHI,81,2541,.461,10.1,,.918,.350,.117,.208,.242,.082,,.475,.631,.398,.385,.360,.304,,.775,.952,,.011,8,,.594,.293,,0,0
168,Al Harrington,PF,21,IND,44,1313,.475,8.8,,.994,.308,.233,.271,.182,.006,,.476,.597,.487,.389,.386,.333,,.541,1.000,,.079,35,,.333,.000,,0,0
169,Othella Harrington,PF,28,NYK,77,1563,.527,6.3,,.996,.378,.336,.209,.073,.004,,.529,.606,.563,.351,.485,.000,,.654,,,.024,10,,.500,.000,,0,0
170,Lucious Harris,SG,31,NJN,74,1553,.464,14.5,,.780,.248,.060,.099,.374,.220,,.489,.602,.469,.509,.413,.373,,.698,.841,,.004,2,,.237,.321,,1,0
171,Jason Hart,PG,23,SAS,10,92,.526,15.6,,.895,.263,.053,.211,.368,.105,,.588,.800,.000,.750,.429,.000,,.600,,,.000,0,,.000,,,1,0
172,Antonio Harvey,PF,31,SEA,5,47,.333,7.6,,1.000,.333,.333,.083,.250,.000,,.333,.500,.250,.000,.333,,,.500,,,.000,0,,,,,0,0
173,Donnell Harvey,PF,21,TOT,47,841,.498,5.3,,1.000,.544,.217,.083,.157,.000,,.498,.636,.362,.222,.353,,,.611,,,.189,33,,,,,0,0
173,Donnell Harvey,PF,21,DAL,18,162,.538,3.3,,1.000,.769,.038,.077,.115,.000,,.538,.550,1.000,.500,.333,,,.571,,,.154,3,,,,,0,0
173,Donnell Harvey,PF,21,DEN,29,679,.492,5.5,,1.000,.513,.241,.084,.162,.000,,.492,.653,.348,.188,.355,,,.617,,,.194,30,,,,,0,0
174,Trenton Hassell,SG,22,CHI,78,2237,.425,14.9,,.737,.236,.059,.111,.331,.263,,.447,.615,.324,.414,.361,.364,,.599,.950,,.043,27,,.206,.265,,3,0
175,Kirk Haston,PF,22,CHH,15,77,.282,13.0,,.923,.154,.179,.231,.359,.077,,.306,.167,.286,.222,.429,.000,,.818,,,.000,0,,.333,.000,,0,0
176,Brendan Haywood,C,22,WAS,62,1266,.493,4.3,,1.000,.538,.303,.127,.032,.000,,.493,.731,.239,.179,.143,,,.541,,,.235,50,,,,,0,0
177,Alan Henderson,PF,29,ATL,26,422,.509,3.9,,.991,.586,.250,.121,.034,.009,,.504,.662,.276,.143,.750,1.000,,.672,1.000,,.095,8,,.000,,,0,0
178,Cedric Henderson,SF,26,GSW,12,70,.484,11.1,,.871,.387,.065,.065,.355,.129,,.481,.750,.500,.500,.182,.500,,.692,.500,,.129,4,,.000,,,0,0
179,Grant Hill*,SF,29,ORL,14,512,.426,9.0,,.990,.333,.179,.246,.231,.010,,.430,.585,.429,.313,.333,.000,,.470,,,.031,4,,.000,,,0,0
180,Tyrone Hill,PF,33,CLE,26,810,.390,5.2,,.995,.555,.192,.187,.060,.005,,.392,.396,.400,.412,.273,.000,,.662,,,.027,4,,.000,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
181,Fred Hoiberg,SG,29,CHI,79,1408,.416,16.1,,.684,.227,.034,.052,.371,.316,,.487,.576,.300,.467,.454,.261,,.835,1.000,,.024,6,,.163,.267,,0,0
182,Robert Horry,PF,31,LAL,81,2140,.398,16.5,,.559,.204,.070,.091,.193,.441,,.416,.564,.250,.476,.292,.374,,.626,.947,,.046,20,,.369,.387,,0,0
183,Eddie House,PG,23,MIA,64,1230,.399,18.4,,.700,.078,.053,.149,.420,.300,,.422,.439,.393,.359,.445,.344,,.503,.796,,.000,0,,.299,.489,,6,0
184,Allan Houston,SG,30,NYK,77,2914,.437,16.9,,.734,.094,.072,.212,.356,.266,,.452,.410,.447,.478,.449,.393,,.544,.765,,.002,2,,.202,.329,,0,0
185,Juwan Howard,PF,28,TOT,81,2635,.460,7.4,,.998,.323,.307,.268,.100,.002,,.461,.575,.401,.398,.440,.000,,.613,,,.063,59,,.000,,,0,0
185,Juwan Howard,PF,28,DAL,53,1659,.462,6.6,,.998,.381,.301,.232,.084,.002,,.462,.583,.398,.353,.449,.000,,.581,,,.084,46,,.000,,,0,0
185,Juwan Howard,PF,28,DEN,28,976,.457,8.6,,.998,.243,.317,.317,.121,.002,,.458,.559,.406,.444,.431,.000,,.656,,,.033,13,,.000,,,0,0
186,Troy Hudson,PG,25,ORL,81,1854,.434,13.5,,.771,.275,.109,.107,.280,.229,,.459,.536,.416,.425,.412,.353,,.288,.758,,.002,2,,.086,.438,,0,0
187,Larry Hughes,SG,23,GSW,73,2049,.423,10.4,,.885,.316,.205,.128,.236,.115,,.453,.660,.319,.394,.325,.194,,.378,.722,,.040,29,,.118,.273,,2,0
188,Lindsey Hunter,PG,31,LAL,82,1616,.382,18.2,,.576,.122,.037,.139,.278,.424,,.383,.550,.167,.324,.368,.380,,.509,.899,,.012,6,,.231,.438,,0,0
189,Steven Hunter,C,20,ORL,53,516,.456,4.0,,1.000,.605,.218,.129,.048,.000,,.456,.607,.250,.211,.143,,,.791,,,.245,29,,,,,0,0
190,Zydrunas Ilgauskas,C,26,CLE,62,1329,.425,7.6,,.991,.347,.270,.305,.069,.009,,.429,.538,.359,.416,.205,.000,,.556,,,.058,30,,.000,,,0,0
191,Allen Iverson*,SG,26,PHI,60,2622,.398,13.2,,.839,.239,.107,.192,.301,.161,,.419,.564,.380,.299,.394,.291,,.375,.782,,.005,9,,.086,.522,,0,0
192,Bobby Jackson,PG,28,SAC,81,1750,.443,13.0,,.710,.322,.085,.094,.208,.290,,.477,.621,.438,.394,.306,.361,,.478,.759,,.001,1,,.525,.443,,3,0
193,Jaren Jackson,SG,34,ORL,9,144,.405,21.3,,.459,.027,.000,.054,.378,.541,,.471,1.000,,.500,.429,.350,,.875,1.000,,.000,0,,.400,.375,,0,0
194,Jermaine Jackson,SG,25,TOR,24,280,.476,8.6,,.952,.500,.071,.071,.310,.048,,.475,.619,.667,.000,.308,.500,,.421,.000,,.095,4,,.000,,,0,0
195,Jim Jackson,SF,31,MIA,55,1825,.442,13.8,,.849,.182,.126,.214,.327,.151,,.438,.602,.382,.452,.358,.469,,.410,.947,,.019,8,,.420,.500,,0,0
196,Marc Jackson,C,27,TOT,39,495,.366,9.6,,.994,.293,.220,.189,.293,.006,,.368,.521,.250,.290,.354,.000,,.600,,,.037,5,,.000,,,0,0
196,Marc Jackson,C,27,GSW,17,169,.338,9.5,,1.000,.277,.262,.215,.246,.000,,.338,.556,.294,.143,.313,,,.591,,,.031,1,,,,,0,0
196,Marc Jackson,C,27,MIN,22,326,.384,9.7,,.990,.303,.192,.172,.323,.010,,.388,.500,.211,.412,.375,.000,,.605,,,.040,4,,.000,,,0,0
197,Mark Jackson,PG,36,NYK,82,2367,.439,13.2,,.671,.223,.228,.132,.088,.329,,.456,.553,.363,.436,.481,.405,,.348,.987,,.000,0,,.297,.466,,3,1
198,Stephen Jackson,SF,23,SAS,23,227,.374,16.5,,.604,.231,.033,.121,.220,.396,,.455,.476,.333,.545,.400,.250,,.480,.667,,.022,2,,.194,.429,,1,0
199,Jerome James,C,26,SEA,56,949,.491,5.3,,1.000,.381,.443,.158,.018,.000,,.491,.654,.438,.256,.400,,,.582,,,.216,49,,,,,0,0
200,Mike James,PG,26,MIA,15,119,.349,19.6,,.512,.047,.163,.047,.256,.488,,.318,1.000,.143,.000,.364,.381,,.571,.875,,.000,0,,.190,.500,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
201,Tim James,SF,25,PHI,9,41,.385,7.9,,1.000,.385,.154,.231,.231,.000,,.385,.600,.500,.000,.333,,,.400,,,.154,2,,,,,0,0
202,Antawn Jamison,SF,25,GSW,82,3033,.447,10.5,,.847,.270,.298,.091,.188,.153,,.469,.701,.385,.392,.305,.324,,.690,.985,,.022,29,,.205,.372,,3,0
203,Harold Jamison,PF,25,LAC,25,176,.512,1.5,,1.000,.721,.279,.000,.000,.000,,.512,.613,.250,,,,,.682,,,.209,9,,,,,0,0
204,Richard Jefferson,SF,21,NJN,79,1917,.457,10.1,,.905,.423,.081,.103,.298,.095,,.480,.580,.479,.311,.398,.232,,.630,.923,,.129,64,,.411,.261,,0,0
205,Anthony Johnson,SG,27,NJN,34,366,.411,12.3,,.867,.278,.100,.178,.311,.133,,.423,.560,.556,.125,.429,.333,,.455,.750,,.078,4,,.417,.200,,0,0
206,Avery Johnson,PG,36,TOT,68,1352,.479,7.4,,.988,.470,.201,.081,.236,.012,,.485,.571,.345,.486,.431,.000,,.324,,,.000,0,,.200,.000,,3,0
206,Avery Johnson,PG,36,DEN,51,1200,.486,7.6,,.987,.462,.201,.076,.248,.013,,.492,.588,.338,.483,.442,.000,,.339,,,.000,0,,.200,.000,,3,0
206,Avery Johnson,PG,36,DAL,17,152,.429,5.8,,1.000,.531,.204,.122,.143,.000,,.429,.462,.400,.500,.286,,,.190,,,.000,0,,,,,0,0
207,DerMarr Johnson,SF,21,ATL,72,1727,.396,15.3,,.543,.250,.070,.124,.098,.457,,.427,.548,.184,.328,.415,.360,,.552,.978,,.063,29,,.324,.375,,0,0
208,Ervin Johnson,C,34,MIL,81,1660,.461,4.8,,.995,.560,.218,.192,.026,.005,,.464,.472,.476,.432,.400,.000,,.618,,,.031,6,,.000,,,1,0
209,Joe Johnson,SG,20,TOT,77,1916,.430,13.1,,.777,.223,.159,.171,.224,.223,,.469,.577,.505,.340,.435,.292,,.587,.974,,.024,14,,.531,.246,,0,0
209,Joe Johnson,SG,20,BOS,48,1003,.439,13.9,,.703,.236,.125,.132,.209,.297,,.510,.657,.459,.436,.419,.273,,.642,1.000,,.034,10,,.568,.240,,0,0
209,Joe Johnson,SG,20,PHO,29,913,.420,12.2,,.854,.208,.194,.212,.240,.146,,.435,.483,.536,.279,.449,.333,,.533,.929,,.014,4,,.452,.263,,0,0
210,Alvin Jones,C,23,PHI,23,126,.400,6.1,,1.000,.600,.000,.200,.200,.000,,.400,.500,,.000,.500,,,.500,,,.150,3,,,,,0,0
211,Damon Jones,PG,25,DET,67,1083,.401,19.5,,.345,.158,.021,.063,.102,.655,,.459,.600,.167,.333,.379,.371,,.356,.913,,.000,0,,.446,.373,,0,0
212,Eddie Jones,SG,30,MIA,81,3156,.432,15.8,,.681,.184,.069,.137,.290,.319,,.451,.661,.349,.366,.382,.390,,.519,.899,,.026,29,,.270,.456,,2,0
213,Jumaine Jones,PF,22,CLE,81,2142,.448,14.9,,.738,.222,.078,.133,.305,.263,,.498,.669,.380,.412,.441,.310,,.715,.923,,.070,44,,.131,.364,,1,1
214,Popeye Jones,PF,31,WAS,79,1920,.437,9.9,,.978,.262,.246,.222,.248,.022,,.439,.556,.384,.442,.365,.364,,.661,1.000,,.004,2,,.364,.750,,2,0
215,Michael Jordan*,SF,38,WAS,60,2093,.416,13.7,,.960,.122,.112,.328,.399,.040,,.426,.615,.297,.419,.409,.189,,.442,.700,,.015,20,,.038,.500,,0,0
216,Shawn Kemp,PF,32,POR,75,1232,.430,10.0,,.990,.415,.084,.091,.400,.010,,.434,.515,.235,.378,.405,.000,,.674,,,.049,18,,.250,.000,,0,0
217,Steve Kerr,PG,36,POR,65,775,.470,18.8,,.696,.055,.055,.120,.465,.304,,.503,.500,.417,.692,.465,.394,,.684,.885,,.000,0,,.182,.417,,0,0
218,Jason Kidd*,PG,28,NJN,82,3056,.391,16.4,,.680,.187,.059,.153,.281,.320,,.424,.549,.254,.397,.391,.321,,.387,.752,,.002,2,,.165,.367,,11,0
219,Andrei Kirilenko,SF,20,UTA,82,2151,.450,7.5,,.842,.586,.076,.071,.109,.158,,.488,.601,.208,.133,.304,.250,,.677,.880,,.174,101,,.250,.160,,0,0
220,Kerry Kittles,SG,27,NJN,82,2601,.466,13.6,,.743,.307,.067,.095,.273,.257,,.487,.623,.286,.348,.432,.405,,.750,.908,,.071,62,,.087,.333,,3,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
221,Brevin Knight,PG,26,MEM,53,1151,.422,12.9,,.976,.237,.078,.177,.485,.024,,.426,.468,.423,.475,.389,.250,,.367,1.000,,.000,0,,.125,1.000,,3,0
222,Travis Knight,C,27,NYK,49,429,.363,11.8,,1.000,.310,.035,.133,.522,.000,,.363,.543,.250,.200,.305,,,.732,,,.044,4,,,,,0,0
223,Toni Kukoč*,SF,33,ATL,59,1494,.419,13.0,,.661,.306,.145,.083,.127,.339,,.474,.656,.329,.214,.375,.310,,.399,.755,,.018,8,,.257,.295,,1,0
224,Christian Laettner,PF,32,WAS,57,1441,.464,12.2,,.972,.246,.102,.202,.423,.028,,.472,.663,.243,.425,.438,.200,,.699,1.000,,.006,2,,.100,.000,,1,0
225,Raef LaFrentz,C,25,TOT,78,2455,.458,12.2,,.709,.359,.104,.075,.171,.291,,.486,.639,.323,.333,.331,.388,,.719,.971,,.049,43,,.246,.470,,0,0
225,Raef LaFrentz,C,25,DEN,51,1668,.466,12.1,,.737,.347,.114,.085,.191,.263,,.477,.655,.333,.321,.310,.434,,.733,.960,,.047,29,,.266,.478,,0,0
225,Raef LaFrentz,C,25,DAL,27,787,.437,12.5,,.636,.387,.080,.050,.119,.364,,.512,.604,.286,.385,.419,.305,,.682,1.000,,.054,14,,.211,.450,,0,0
226,Trajan Langdon,SG,25,CLE,44,477,.398,18.0,,.580,.131,.057,.142,.250,.420,,.422,.652,.300,.440,.318,.365,,.442,.815,,.000,0,,.108,.250,,1,0
227,Dan Langhi,SF,24,HOU,34,434,.392,14.7,,.968,.168,.072,.136,.592,.032,,.397,.524,.333,.118,.432,.250,,.708,1.000,,.016,2,,.250,1.000,,0,0
228,Rusty LaRue,PG,28,UTA,33,542,.395,16.1,,.730,.205,.022,.119,.384,.270,,.415,.316,.750,.318,.479,.340,,.571,.765,,.005,1,,.080,.000,,1,0
229,Voshon Lenard,SG,28,DEN,71,1665,.410,15.9,,.688,.152,.092,.156,.287,.312,,.427,.624,.282,.425,.371,.371,,.544,.888,,.000,0,,.413,.384,,0,0
230,Quincy Lewis,SG,24,UTA,36,490,.448,13.3,,.874,.266,.084,.133,.392,.126,,.488,.789,.250,.421,.357,.167,,.787,.667,,.014,2,,.389,.286,,0,0
231,Rashard Lewis,SF,22,SEA,71,2585,.468,14.0,,.675,.183,.198,.140,.154,.325,,.506,.702,.448,.419,.427,.389,,.623,.984,,.050,44,,.392,.371,,1,0
232,Randy Livingston,PG,26,SEA,13,176,.278,11.0,,.852,.333,.185,.130,.204,.148,,.304,.333,.200,.429,.273,.125,,.714,1.000,,.000,0,,.250,.500,,1,0
233,Art Long,PF,29,SEA,63,989,.492,4.3,,1.000,.533,.299,.139,.029,.000,,.492,.615,.384,.324,.143,,,.642,,,.160,32,,,,,0,0
234,Grant Long,PF,35,MEM,66,1868,.426,14.3,,.956,.184,.088,.094,.590,.044,,.438,.676,.382,.306,.392,.176,,.801,1.000,,.060,22,,.294,.000,,1,0
235,Felipe López,SG,27,MIN,67,581,.378,10.4,,.788,.442,.096,.071,.179,.212,,.366,.493,.200,.182,.214,.424,,.533,.929,,.051,7,,.545,.500,,0,0
236,Tyronn Lue,PG,24,WAS,71,1458,.427,15.4,,.729,.163,.121,.171,.273,.271,,.420,.576,.254,.393,.415,.447,,.182,.619,,.000,0,,.099,.571,,0,0
237,George Lynch,SF,31,CHH,45,893,.369,8.5,,.970,.444,.096,.141,.288,.030,,.375,.489,.421,.357,.193,.167,,.694,1.000,,.020,2,,.333,.000,,0,0
238,Todd MacCulloch,C,26,NJN,62,1502,.531,3.0,,1.000,.641,.295,.056,.009,.000,,.531,.624,.380,.346,.000,,,.676,,,.105,43,,,,,0,0
239,Sam Mack,SF,31,MIA,12,159,.286,19.7,,.429,.102,.041,.020,.265,.571,,.333,.800,.500,.000,.154,.250,,.286,.857,,.000,0,,.393,.182,,0,0
240,Mark Madsen,PF,26,LAL,59,650,.452,4.0,,.986,.644,.219,.062,.062,.014,,.458,.553,.313,.222,.222,.000,,.591,,,.116,15,,.000,,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
241,Corey Maggette,SG,22,LAC,63,1615,.443,12.7,,.738,.338,.104,.068,.228,.262,,.483,.603,.273,.389,.430,.331,,.656,1.000,,.092,44,,.245,.382,,0,0
242,Jamaal Magloire,C,23,CHH,82,1549,.551,2.8,,.998,.691,.220,.051,.034,.002,,.552,.640,.363,.286,.357,.000,,.623,,,.242,90,,.000,,,0,0
